Date;Workout Name;Exercise Name;Set Order;Weight;Weight Unit;Reps;RPE;Distance;Distance Unit;Seconds;Notes;Workout Notes;Workout Duration
2018-01-07 10:19:12;"Pull Day";"Lat Pulldown (Cable)";1;90;lbs;8;;;;0;"";"";1h 2m
2018-01-07 10:19:12;"Pull Day";"Lat Pulldown (Cable)";2;90;lbs;8;;;;0;;;1h 2m
2018-01-07 10:19:12;"Pull Day";"Lat Pulldown (Cable)";3;90;lbs;8;;;;0;;;1h 2m
2018-01-07 10:19:12;"Pull Day";"Bent Over Row (Dumbbell)";1;40;lbs;8;;;;0;"";;1h 2m
2018-01-07 10:19:12;"Pull Day";"Bent Over Row (Dumbbell)";2;40;lbs;8;;;;0;;;1h 2m
2018-01-07 10:19:12;"Pull Day";"Bent Over Row (Dumbbell)";3;40;lbs;8;;;;0;;;1h 2m
2018-01-07 10:19:12;"Pull Day";"Seated Row (Cable)";1;120;lbs;8;;;;0;"";;1h 2m
2018-01-07 10:19:12;"Pull Day";"Seated Row (Cable)";2;120;lbs;8;;;;0;;;1h 2m
2018-01-07 10:19:12;"Pull Day";"Seated Row (Cable)";3;135;lbs;4;;;;0;;;1h 2m
2018-01-07 10:19:12;"Pull Day";"Bicep Curl (Dumbbell)";1;40;lbs;9;;;;0;"";;1h 2m
2018-01-07 10:19:12;"Pull Day";"Bicep Curl (Dumbbell)";2;40;lbs;9;;;;0;;;1h 2m
2018-01-07 10:19:12;"Pull Day";"Bicep Curl (Dumbbell)";3;40;lbs;9;;;;0;;;1h 2m
2018-01-07 10:19:12;"Pull Day";"Rear Deltoid Lateral Raise";1;22.5;lbs;8;;;;0;"";;1h 2m
2018-01-07 10:19:12;"Pull Day";"Rear Deltoid Lateral Raise";2;22.5;lbs;8;;;;0;;;1h 2m
2018-01-07 10:19:12;"Pull Day";"Rear Deltoid Lateral Raise";3;22.5;lbs;8;;;;0;;;1h 2m
2018-01-07 10:19:12;"Pull Day";"Rope Bicep Curl";1;110;lbs;8;;;;0;"";;1h 2m
2018-01-07 10:19:12;"Pull Day";"Rope Bicep Curl";2;110;lbs;8;;;;0;;;1h 2m
2018-01-07 10:19:12;"Pull Day";"Rope Bicep Curl";3;110;lbs;8;;;;0;;;1h 2m
2018-01-07 10:19:12;"Pull Day";"Hammer Curl (Dumbbell)";1;30;lbs;8;;;;0;"";;1h 2m
2018-01-07 10:19:12;"Pull Day";"Hammer Curl (Dumbbell)";2;30;lbs;8;;;;0;;;1h 2m
2018-01-07 10:19:12;"Pull Day";"Hammer Curl (Dumbbell)";3;30;lbs;8;;;;0;;;1h 2m
2018-01-07 10:19:12;"Pull Day";"Running";1;;;;;6;km;240;"";;1h 2m
2018-01-09 08:15:12;"Push Day";"Bench Press (Barbell)";1;170;lbs;3;;;;0;"";"";41m
2018-01-09 08:15:12;"Push Day";"Bench Press (Barbell)";2;170;lbs;3;;;;0;;;41m
2018-01-09 08:15:12;"Push Day";"Bench Press (Barbell)";3;170;lbs;2;;;;0;;;41m
2018-01-09 08:15:12;"Push Day";"Overhead Press (Barbell)";1;60;lbs;8;;;;0;"";;41m
2018-01-09 08:15:12;"Push Day";"Overhead Press (Barbell)";2;70;lbs;8;;;;0;;;41m
2018-01-09 08:15:12;"Push Day";"Overhead Press (Barbell)";3;70;lbs;7;;;;0;;;41m
2018-01-09 08:15:12;"Push Day";"Overhead Press (Barbell)";4;70;lbs;5;;;;0;;;41m
2018-01-09 08:15:12;"Push Day";"Skullcrusher (Barbell)";1;25;lbs;9;;;;0;"";;41m
2018-01-09 08:15:12;"Push Day";"Skullcrusher (Barbell)";2;25;lbs;9;;;;0;;;41m
2018-01-09 08:15:12;"Push Day";"Skullcrusher (Barbell)";3;25;lbs;9;;;;0;;;41m
2018-01-09 08:15:12;"Push Day";"Chest Fly";1;220;lbs;4;;;;0;"";;41m
2018-01-09 08:15:12;"Push Day";"Chest Fly";2;220;lbs;4;;;;0;;;41m
2018-01-10 07:44:49;"Legs";"Squat (Barbell)";1;100;lbs;8;;;;0;"";"";44m
2018-01-10 07:44:49;"Legs";"Squat (Barbell)";2;100;lbs;8;;;;0;;;44m
2018-01-10 07:44:49;"Legs";"Squat (Barbell)";3;100;lbs;8;;;;0;;;44m
2018-01-10 07:44:49;"Legs";"Long Lever Plank";1;0;lbs;40;;;;0;"";;44m
2018-01-10 07:44:49;"Legs";"Long Lever Plank";2;0;lbs;30;;;;0;;;44m
2018-01-10 07:44:49;"Legs";"Long Lever Plank";3;0;lbs;30;;;;0;;;44m
2018-01-10 07:44:49;"Legs";"Running";1;;;;;6;km;180;"";;44m
2018-01-11 08:12:56;"Back And Biceps (forgot Rear Delts)";"Bent Over Row (Dumbbell)";1;45;lbs;8;;;;0;"";"";43m
2018-01-11 08:12:56;"Back And Biceps (forgot Rear Delts)";"Bent Over Row (Dumbbell)";2;45;lbs;8;;;;0;;;43m
2018-01-11 08:12:56;"Back And Biceps (forgot Rear Delts)";"Bent Over Row (Dumbbell)";3;45;lbs;8;;;;0;;;43m
2018-01-11 08:12:56;"Back And Biceps (forgot Rear Delts)";"Lat Pulldown (Cable)";1;90;lbs;8;;;;0;"";;43m
2018-01-11 08:12:56;"Back And Biceps (forgot Rear Delts)";"Lat Pulldown (Cable)";2;105;lbs;8;;;;0;;;43m
2018-01-11 08:12:56;"Back And Biceps (forgot Rear Delts)";"Lat Pulldown (Cable)";3;105;lbs;6;;;;0;;;43m
2018-01-11 08:12:56;"Back And Biceps (forgot Rear Delts)";"Lat Pulldown (Cable)";4;75;lbs;10;;;;0;;;43m
2018-01-11 08:12:56;"Back And Biceps (forgot Rear Delts)";"Seated Row (Cable)";1;120;lbs;10;;;;0;"";;43m
2018-01-11 08:12:56;"Back And Biceps (forgot Rear Delts)";"Seated Row (Cable)";2;120;lbs;10;;;;0;;;43m
2018-01-11 08:12:56;"Back And Biceps (forgot Rear Delts)";"Seated Row (Cable)";3;120;lbs;8;;;;0;;;43m
2018-01-11 08:12:56;"Back And Biceps (forgot Rear Delts)";"Bicep Curl (Dumbbell)";1;40;lbs;10;;;;0;"";;43m
2018-01-11 08:12:56;"Back And Biceps (forgot Rear Delts)";"Bicep Curl (Dumbbell)";2;40;lbs;10;;;;0;;;43m
2018-01-11 08:12:56;"Back And Biceps (forgot Rear Delts)";"Bicep Curl (Dumbbell)";3;40;lbs;10;;;;0;;;43m
2018-01-11 08:12:56;"Back And Biceps (forgot Rear Delts)";"Rope Bicep Curl";1;110;lbs;8;;;;0;"";;43m
2018-01-11 08:12:56;"Back And Biceps (forgot Rear Delts)";"Rope Bicep Curl";2;110;lbs;5;;;;0;;;43m
2018-01-11 08:12:56;"Back And Biceps (forgot Rear Delts)";"Rope Bicep Curl";3;110;lbs;5;;;;0;;;43m
2018-01-11 08:12:56;"Back And Biceps (forgot Rear Delts)";"Hammer Curl (Dumbbell)";1;30;lbs;8;;;;0;"";;43m
2018-01-11 08:12:56;"Back And Biceps (forgot Rear Delts)";"Hammer Curl (Dumbbell)";2;30;lbs;8;;;;0;;;43m
2018-01-11 08:12:56;"Back And Biceps (forgot Rear Delts)";"Hammer Curl (Dumbbell)";3;30;lbs;8;;;;0;;;43m
2018-01-13 11:34:03;"Push Day";"Bench Press (Barbell)";1;170;lbs;2;;;;0;"";"";59m
2018-01-13 11:34:03;"Push Day";"Bench Press (Barbell)";2;170;lbs;2;;;;0;;;59m
2018-01-13 11:34:03;"Push Day";"Bench Press (Barbell)";3;170;lbs;1;;;;0;;;59m
2018-01-13 11:34:03;"Push Day";"Overhead Press (Barbell)";1;60;lbs;8;;;;0;"";;59m
2018-01-13 11:34:03;"Push Day";"Overhead Press (Barbell)";2;80;lbs;4;;;;0;;;59m
2018-01-13 11:34:03;"Push Day";"Overhead Press (Barbell)";3;80;lbs;5;;;;0;;;59m
2018-01-13 11:34:03;"Push Day";"Overhead Press (Barbell)";4;80;lbs;5;;;;0;;;59m
2018-01-13 11:34:03;"Push Day";"Chest Fly";1;220;lbs;4;;;;0;"";;59m
2018-01-13 11:34:03;"Push Day";"Chest Fly";2;220;lbs;4;;;;0;;;59m
2018-01-13 11:34:03;"Push Day";"Chest Fly";3;175;lbs;10;;;;0;;;59m
2018-01-13 11:34:03;"Push Day";"Lateral Raise (Machine) ";1;80;lbs;8;;;;0;"";;59m
2018-01-13 11:34:03;"Push Day";"Lateral Raise (Machine) ";2;80;lbs;8;;;;0;;;59m
2018-01-13 11:34:03;"Push Day";"Lateral Raise (Machine) ";3;80;lbs;8;;;;0;;;59m
2018-01-13 11:34:03;"Push Day";"Skullcrusher (Barbell)";1;25;lbs;10;;;;0;"";;59m
2018-01-13 11:34:03;"Push Day";"Skullcrusher (Barbell)";2;25;lbs;10;;;;0;;;59m
2018-01-13 11:34:03;"Push Day";"Skullcrusher (Barbell)";3;25;lbs;9;;;;0;;;59m
2018-01-14 11:05:15;"Leg Day";"Long Lever Plank";1;0;lbs;35;;;;0;"";"";58m
2018-01-14 11:05:15;"Leg Day";"Long Lever Plank";2;0;lbs;35;;;;0;;;58m
2018-01-14 11:05:15;"Leg Day";"Long Lever Plank";3;0;lbs;35;;;;0;;;58m
2018-01-14 11:05:15;"Leg Day";"Squat (Barbell)";1;105;lbs;8;;;;0;"";;58m
2018-01-14 11:05:15;"Leg Day";"Squat (Barbell)";2;105;lbs;8;;;;0;;;58m
2018-01-14 11:05:15;"Leg Day";"Squat (Barbell)";3;105;lbs;8;;;;0;;;58m
2018-01-14 11:05:15;"Leg Day";"Hip Abductor";1;120;lbs;6;;;;0;"";;58m
2018-01-14 11:05:15;"Leg Day";"Hip Abductor";2;120;lbs;8;;;;0;;;58m
2018-01-14 11:05:15;"Leg Day";"Hip Abductor";3;120;lbs;8;;;;0;;;58m
2018-01-14 11:05:15;"Leg Day";"Leg Curl";1;80;lbs;12;;;;0;"";;58m
2018-01-14 11:05:15;"Leg Day";"Leg Curl";2;80;lbs;12;;;;0;;;58m
2018-01-14 11:05:15;"Leg Day";"Leg Curl";3;80;lbs;12;;;;0;;;58m
2018-01-14 11:05:15;"Leg Day";"Running";1;;;;;6;km;180;"";;58m
2018-01-16 16:08:39;"Pull Day";"Seated Row (Cable)";1;135;lbs;5;;;;0;"";"";50m
2018-01-16 16:08:39;"Pull Day";"Seated Row (Cable)";2;135;lbs;6;;;;0;;;50m
2018-01-16 16:08:39;"Pull Day";"Seated Row (Cable)";3;135;lbs;5;;;;0;;;50m
2018-01-16 16:08:39;"Pull Day";"Reverse Pec Deck (Rear Delts) ";1;160;lbs;5;;;;0;"";;50m
2018-01-16 16:08:39;"Pull Day";"Reverse Pec Deck (Rear Delts) ";2;175;lbs;4;;;;0;;;50m
2018-01-16 16:08:39;"Pull Day";"Reverse Pec Deck (Rear Delts) ";3;190;lbs;3;;;;0;;;50m
2018-01-16 16:08:39;"Pull Day";"Bent Over Row (Dumbbell)";1;50;lbs;8;;;;0;"";;50m
2018-01-16 16:08:39;"Pull Day";"Bent Over Row (Dumbbell)";2;50;lbs;8;;;;0;;;50m
2018-01-16 16:08:39;"Pull Day";"Bent Over Row (Dumbbell)";3;50;lbs;7;;;;0;;;50m
2018-01-16 16:08:39;"Pull Day";"Bicep Curl (Dumbbell)";1;40;lbs;11;;;;0;"";;50m
2018-01-16 16:08:39;"Pull Day";"Bicep Curl (Dumbbell)";2;40;lbs;11;;;;0;;;50m
2018-01-16 16:08:39;"Pull Day";"Bicep Curl (Dumbbell)";3;40;lbs;11;;;;0;;;50m
2018-01-16 16:08:39;"Pull Day";"Lat Pulldown (Cable)";1;100;lbs;6;;;;0;"";;50m
2018-01-16 16:08:39;"Pull Day";"Lat Pulldown (Cable)";2;100;lbs;8;;;;0;;;50m
2018-01-16 16:08:39;"Pull Day";"Lat Pulldown (Cable)";3;100;lbs;8;;;;0;;;50m
2018-01-16 16:08:39;"Pull Day";"Incline Hammer Curl";1;30;lbs;10;;;;0;"";;50m
2018-01-16 16:08:39;"Pull Day";"Incline Hammer Curl";2;30;lbs;8;;;;0;;;50m
2018-01-16 16:08:39;"Pull Day";"Incline Hammer Curl";3;30;lbs;8;;;;0;;;50m
2018-01-16 16:08:39;"Pull Day";"Hammer Curl (Dumbbell)";1;30;lbs;8;;;;0;"";;50m
2018-01-16 16:08:39;"Pull Day";"Hammer Curl (Dumbbell)";2;30;lbs;8;;;;0;;;50m
2018-01-16 16:08:39;"Pull Day";"Hammer Curl (Dumbbell)";3;30;lbs;8;;;;0;;;50m
2018-01-18 16:28:55;"Push Day";"Bench Press (Barbell)";1;170;lbs;3;;;;0;"";"";1h 11m
2018-01-18 16:28:55;"Push Day";"Bench Press (Barbell)";2;170;lbs;3;;;;0;;;1h 11m
2018-01-18 16:28:55;"Push Day";"Bench Press (Barbell)";3;170;lbs;3;;;;0;;;1h 11m
2018-01-18 16:28:55;"Push Day";"Chest Fly";1;220;lbs;5;;;;0;"";;1h 11m
2018-01-18 16:28:55;"Push Day";"Chest Fly";2;220;lbs;4;;;;0;;;1h 11m
2018-01-18 16:28:55;"Push Day";"Chest Fly";3;175;lbs;9;;;;0;;;1h 11m
2018-01-18 16:28:55;"Push Day";"Overhead Press (Barbell)";1;80;lbs;5;;;;0;"Sloppy reps in general,lower back was pre-exausted ";;1h 11m
2018-01-18 16:28:55;"Push Day";"Overhead Press (Barbell)";2;80;lbs;5;;;;0;;;1h 11m
2018-01-18 16:28:55;"Push Day";"Overhead Press (Barbell)";3;80;lbs;3;;;;0;;;1h 11m
2018-01-18 16:28:55;"Push Day";"Shoulder Press (Machine)";1;80;lbs;6;;;;0;"";;1h 11m
2018-01-18 16:28:55;"Push Day";"Shoulder Press (Machine)";2;80;lbs;5;;;;0;;;1h 11m
2018-01-18 16:28:55;"Push Day";"Shoulder Press (Machine)";3;80;lbs;5;;;;0;;;1h 11m
2018-01-18 16:28:55;"Push Day";"Skullcrusher (Barbell)";1;25;lbs;10;;;;0;"";;1h 11m
2018-01-18 16:28:55;"Push Day";"Skullcrusher (Barbell)";2;25;lbs;8;;;;0;;;1h 11m
2018-01-18 16:28:55;"Push Day";"Skullcrusher (Barbell)";3;25;lbs;7;;;;0;;;1h 11m
2018-01-18 16:28:55;"Push Day";"Tricep Rope Pushdown";1;90;lbs;5;;;;0;"";;1h 11m
2018-01-18 16:28:55;"Push Day";"Tricep Rope Pushdown";2;90;lbs;5;;;;0;;;1h 11m
2018-01-18 16:28:55;"Push Day";"Tricep Rope Pushdown";3;90;lbs;5;;;;0;;;1h 11m
2018-01-18 16:28:55;"Push Day";"Incline Bench Press (Barbell)";1;60;lbs;3;;;;0;"";;1h 11m
2018-01-18 16:28:55;"Push Day";"Incline Bench Press (Barbell)";2;60;lbs;3;;;;0;;;1h 11m
2018-01-18 16:28:55;"Push Day";"Incline Bench Press (Barbell)";3;60;lbs;3;;;;0;;;1h 11m
2018-01-20 10:43:09;"Leg Day";"Squat (Barbell)";1;110;lbs;8;;;;0;"";"";1h 17m
2018-01-20 10:43:09;"Leg Day";"Squat (Barbell)";2;110;lbs;8;;;;0;;;1h 17m
2018-01-20 10:43:09;"Leg Day";"Squat (Barbell)";3;110;lbs;8;;;;0;;;1h 17m
2018-01-20 10:43:09;"Leg Day";"Leg Curl";1;95;lbs;8;;;;0;"";;1h 17m
2018-01-20 10:43:09;"Leg Day";"Leg Curl";2;95;lbs;8;;;;0;;;1h 17m
2018-01-20 10:43:09;"Leg Day";"Leg Curl";3;95;lbs;8;;;;0;;;1h 17m
2018-01-20 10:43:09;"Leg Day";"Hip Abductor";1;120;lbs;8;;;;0;"";;1h 17m
2018-01-20 10:43:09;"Leg Day";"Hip Abductor";2;120;lbs;8;;;;0;;;1h 17m
2018-01-20 10:43:09;"Leg Day";"Long Lever Plank";1;0;lbs;40;;;;0;"";;1h 17m
2018-01-20 10:43:09;"Leg Day";"Long Lever Plank";2;0;lbs;40;;;;0;;;1h 17m
2018-01-20 10:43:09;"Leg Day";"Long Lever Plank";3;0;lbs;40;;;;0;;;1h 17m
2018-01-20 10:43:09;"Leg Day";"Running";1;;;;;6;km;240;"";;1h 17m
2018-01-21 10:34:24;"Pull Day";"Lat Pulldown (Cable)";1;105;lbs;5;;;;0;"";"";1h 2m
2018-01-21 10:34:24;"Pull Day";"Lat Pulldown (Cable)";2;105;lbs;6;;;;0;;;1h 2m
2018-01-21 10:34:24;"Pull Day";"Lat Pulldown (Cable)";3;105;lbs;7;;;;0;;;1h 2m
2018-01-21 10:34:24;"Pull Day";"Reverse Pec Deck (Rear Delts) ";1;160;lbs;6;;;;0;"";;1h 2m
2018-01-21 10:34:24;"Pull Day";"Reverse Pec Deck (Rear Delts) ";2;175;lbs;4;;;;0;;;1h 2m
2018-01-21 10:34:24;"Pull Day";"Reverse Pec Deck (Rear Delts) ";3;190;lbs;2;;;;0;;;1h 2m
2018-01-21 10:34:24;"Pull Day";"Seated Row (Cable)";1;135;lbs;6;;;;0;"";;1h 2m
2018-01-21 10:34:24;"Pull Day";"Seated Row (Cable)";2;135;lbs;6;;;;0;;;1h 2m
2018-01-21 10:34:24;"Pull Day";"Seated Row (Cable)";3;135;lbs;5;;;;0;;;1h 2m
2018-01-21 10:34:24;"Pull Day";"Bent Over Row (Dumbbell)";1;50;lbs;8;;;;0;"Left side involved too much rest and poor form";;1h 2m
2018-01-21 10:34:24;"Pull Day";"Bent Over Row (Dumbbell)";2;50;lbs;8;;;;0;;;1h 2m
2018-01-21 10:34:24;"Pull Day";"Bent Over Row (Dumbbell)";3;50;lbs;8;;;;0;;;1h 2m
2018-01-21 10:34:24;"Pull Day";"Bicep Curl (Dumbbell)";1;40;lbs;12;;;;0;"";;1h 2m
2018-01-21 10:34:24;"Pull Day";"Bicep Curl (Dumbbell)";2;40;lbs;12;;;;0;;;1h 2m
2018-01-21 10:34:24;"Pull Day";"Bicep Curl (Dumbbell)";3;40;lbs;12;;;;0;;;1h 2m
2018-01-21 10:34:24;"Pull Day";"Incline Hammer Curl";1;30;lbs;8;;;;0;"";;1h 2m
2018-01-21 10:34:24;"Pull Day";"Incline Hammer Curl";2;30;lbs;8;;;;0;;;1h 2m
2018-01-21 10:34:24;"Pull Day";"Incline Hammer Curl";3;30;lbs;8;;;;0;;;1h 2m
2018-01-21 10:34:24;"Pull Day";"Reverse Curl (Barbell)";1;50;lbs;6;;;;0;"";;1h 2m
2018-01-21 10:34:24;"Pull Day";"Reverse Curl (Barbell)";2;50;lbs;6;;;;0;;;1h 2m
2018-01-21 10:34:24;"Pull Day";"Reverse Curl (Barbell)";3;50;lbs;6;;;;0;;;1h 2m
2018-01-22 15:47:29;"Push Day";"Bench Press (Barbell)";1;175;lbs;2;;;;0;"Strain on upper right chest";"";58m
2018-01-22 15:47:29;"Push Day";"Bench Press (Barbell)";2;175;lbs;1;;;;0;;;58m
2018-01-22 15:47:29;"Push Day";"Bench Press (Barbell)";3;175;lbs;1;;;;0;;;58m
2018-01-22 15:47:29;"Push Day";"Overhead Press (Barbell)";1;80;lbs;5;;;;0;"";;58m
2018-01-22 15:47:29;"Push Day";"Overhead Press (Barbell)";2;80;lbs;5;;;;0;;;58m
2018-01-22 15:47:29;"Push Day";"Overhead Press (Barbell)";3;80;lbs;5;;;;0;;;58m
2018-01-22 15:47:29;"Push Day";"Lateral Raise (Machine) ";1;80;lbs;9;;;;0;"";;58m
2018-01-22 15:47:29;"Push Day";"Lateral Raise (Machine) ";2;80;lbs;9;;;;0;;;58m
2018-01-22 15:47:29;"Push Day";"Lateral Raise (Machine) ";3;80;lbs;9;;;;0;;;58m
2018-01-22 15:47:29;"Push Day";"Skullcrusher (Barbell)";1;25;lbs;10;;;;0;"Attempted and failed a 9th rep on last set";;58m
2018-01-22 15:47:29;"Push Day";"Skullcrusher (Barbell)";2;25;lbs;10;;;;0;;;58m
2018-01-22 15:47:29;"Push Day";"Skullcrusher (Barbell)";3;25;lbs;8;;;;0;;;58m
2018-01-22 15:47:29;"Push Day";"Tricep Rope Pushdown with Backpad";1;45;lbs;6;;;;0;"";;58m
2018-01-22 15:47:29;"Push Day";"Tricep Rope Pushdown with Backpad";2;45;lbs;6;;;;0;;;58m
2018-01-22 15:47:29;"Push Day";"Tricep Rope Pushdown with Backpad";3;45;lbs;6;;;;0;;;58m
2018-01-22 15:47:29;"Push Day";"Tricep Rope Pushdown";1;90;lbs;4;;;;0;"";;58m
2018-01-22 15:47:29;"Push Day";"Tricep Rope Pushdown";2;75;lbs;7;;;;0;;;58m
2018-01-22 15:47:29;"Push Day";"Tricep Rope Pushdown";3;60;lbs;10;;;;0;;;58m
2018-01-22 15:47:29;"Push Day";"Tricep Rope Pushdown";4;45;lbs;20;;;;0;;;58m
2018-01-23 15:13:54;"Leg Day";"Squat (Barbell)";1;115;lbs;8;;;;0;"";"";1h 20m
2018-01-23 15:13:54;"Leg Day";"Squat (Barbell)";2;115;lbs;8;;;;0;;;1h 20m
2018-01-23 15:13:54;"Leg Day";"Squat (Barbell)";3;115;lbs;8;;;;0;;;1h 20m
2018-01-23 15:13:54;"Leg Day";"Hip Abductor";1;120;lbs;9;;;;0;"";;1h 20m
2018-01-23 15:13:54;"Leg Day";"Hip Abductor";2;120;lbs;9;;;;0;;;1h 20m
2018-01-23 15:13:54;"Leg Day";"Hip Abductor";3;120;lbs;9;;;;0;;;1h 20m
2018-01-23 15:13:54;"Leg Day";"Leg Curl";1;95;lbs;9;;;;0;"";;1h 20m
2018-01-23 15:13:54;"Leg Day";"Leg Curl";2;95;lbs;9;;;;0;;;1h 20m
2018-01-23 15:13:54;"Leg Day";"Leg Curl";3;95;lbs;9;;;;0;;;1h 20m
2018-01-23 15:13:54;"Leg Day";"Seated Calf Raise (Horizontal) ";1;270;lbs;8;;;;0;"";;1h 20m
2018-01-23 15:13:54;"Leg Day";"Seated Calf Raise (Horizontal) ";2;270;lbs;9;;;;0;;;1h 20m
2018-01-23 15:13:54;"Leg Day";"Seated Calf Raise (Horizontal) ";3;270;lbs;9;;;;0;;;1h 20m
2018-01-23 15:13:54;"Leg Day";"Long Lever Plank";1;0;lbs;45;;;;0;"";;1h 20m
2018-01-23 15:13:54;"Leg Day";"Long Lever Plank";2;0;lbs;45;;;;0;;;1h 20m
2018-01-23 15:13:54;"Leg Day";"Long Lever Plank";3;0;lbs;45;;;;0;;;1h 20m
2018-01-23 15:13:54;"Leg Day";"Running";1;;;;;6;km;240;"";;1h 20m
2018-01-24 15:12:05;"Pull Day";"Seated Row (Cable)";1;135;lbs;6;;;;0;"";"";55m
2018-01-24 15:12:05;"Pull Day";"Seated Row (Cable)";2;135;lbs;6;;;;0;;;55m
2018-01-24 15:12:05;"Pull Day";"Seated Row (Cable)";3;135;lbs;6;;;;0;;;55m
2018-01-24 15:12:05;"Pull Day";"Lat Pulldown (Cable)";1;100;lbs;6;;;;0;"";;55m
2018-01-24 15:12:05;"Pull Day";"Lat Pulldown (Cable)";2;100;lbs;6;;;;0;;;55m
2018-01-24 15:12:05;"Pull Day";"Bent Over Row (Dumbbell)";1;50;lbs;8;;;;0;"";;55m
2018-01-24 15:12:05;"Pull Day";"Bicep Curl (Dumbbell)";1;45;lbs;8;;;;0;"";;55m
2018-01-24 15:12:05;"Pull Day";"Bicep Curl (Dumbbell)";2;45;lbs;8;;;;0;;;55m
2018-01-24 15:12:05;"Pull Day";"Bicep Curl (Dumbbell)";3;45;lbs;8;;;;0;;;55m
2018-01-24 15:12:05;"Pull Day";"Incline Hammer Curl";1;35;lbs;8;;;;0;"";;55m
2018-01-24 15:12:05;"Pull Day";"Incline Hammer Curl";2;35;lbs;8;;;;0;;;55m
2018-01-24 15:12:05;"Pull Day";"Incline Hammer Curl";3;35;lbs;5;;;;0;;;55m
2018-01-24 15:12:05;"Pull Day";"Hammer Curl (Dumbbell)";1;30;lbs;8;;;;0;"";;55m
2018-01-24 15:12:05;"Pull Day";"Hammer Curl (Dumbbell)";2;30;lbs;8;;;;0;;;55m
2018-01-24 15:12:05;"Pull Day";"Hammer Curl (Dumbbell)";3;30;lbs;8;;;;0;;;55m
2018-01-27 10:29:43;"Kinesiology Chest And Triceps Day";"Bench Press (Barbell)";1;115;lbs;5;;;;0;"";"";1h
2018-01-27 10:29:43;"Kinesiology Chest And Triceps Day";"Bench Press (Barbell)";2;115;lbs;5;;;;0;;;1h
2018-01-27 10:29:43;"Kinesiology Chest And Triceps Day";"Bench Press (Barbell)";3;115;lbs;5;;;;0;;;1h
2018-01-27 10:29:43;"Kinesiology Chest And Triceps Day";"Bench Press (Barbell)";4;115;lbs;5;;;;0;;;1h
2018-01-27 10:29:43;"Kinesiology Chest And Triceps Day";"Bench Press (Barbell)";5;115;lbs;5;;;;0;;;1h
2018-01-27 10:29:43;"Kinesiology Chest And Triceps Day";"Chest Dip";1;0;lbs;8;;;;0;"";;1h
2018-01-27 10:29:43;"Kinesiology Chest And Triceps Day";"Chest Dip";2;0;lbs;8;;;;0;;;1h
2018-01-27 10:29:43;"Kinesiology Chest And Triceps Day";"Chest Dip";3;0;lbs;8;;;;0;;;1h
2018-01-27 10:29:43;"Kinesiology Chest And Triceps Day";"Pectoral Fly (bent arms) ";1;115;lbs;10;;;;0;"";;1h
2018-01-27 10:29:43;"Kinesiology Chest And Triceps Day";"Pectoral Fly (bent arms) ";2;115;lbs;10;;;;0;;;1h
2018-01-27 10:29:43;"Kinesiology Chest And Triceps Day";"Pectoral Fly (bent arms) ";3;115;lbs;10;;;;0;;;1h
2018-01-27 10:29:43;"Kinesiology Chest And Triceps Day";"Pectoral Fly (bent arms) ";4;115;lbs;7;;;;0;;;1h
2018-01-27 10:29:43;"Kinesiology Chest And Triceps Day";"Skullcrusher (Barbell)";1;25;lbs;10;;;;0;"";;1h
2018-01-27 10:29:43;"Kinesiology Chest And Triceps Day";"Skullcrusher (Barbell)";2;25;lbs;10;;;;0;;;1h
2018-01-27 10:29:43;"Kinesiology Chest And Triceps Day";"Skullcrusher (Barbell)";3;25;lbs;10;;;;0;;;1h
2018-01-27 10:29:43;"Kinesiology Chest And Triceps Day";"Tricep Rope Pushdown";1;90;lbs;5;;;;0;"";;1h
2018-01-27 10:29:43;"Kinesiology Chest And Triceps Day";"Tricep Rope Pushdown";2;90;lbs;5;;;;0;;;1h
2018-01-27 10:29:43;"Kinesiology Chest And Triceps Day";"Tricep Rope Pushdown";3;90;lbs;5;;;;0;;;1h
2018-01-27 10:29:43;"Kinesiology Chest And Triceps Day";"Tricep Rope Overhead Extension";1;40;lbs;20;;;;0;"";;1h
2018-01-27 10:29:43;"Kinesiology Chest And Triceps Day";"Tricep Rope Overhead Extension";2;40;lbs;20;;;;0;;;1h
2018-01-27 10:29:43;"Kinesiology Chest And Triceps Day";"Tricep Rope Overhead Extension";3;40;lbs;14;;;;0;;;1h
2018-01-30 15:12:00;"Kinesiology Leg Day";"Lunge (Bodyweight)";1;;;8;;;;0;"";"";1h 53m
2018-01-30 15:12:00;"Kinesiology Leg Day";"Lunge (Bodyweight)";2;;;8;;;;0;;;1h 53m
2018-01-30 15:12:00;"Kinesiology Leg Day";"Lunge (Bodyweight)";3;;;8;;;;0;;;1h 53m
2018-01-30 15:12:00;"Kinesiology Leg Day";"Snatched grip deadlifts";1;65;lbs;8;;;;0;"";;1h 53m
2018-01-30 15:12:00;"Kinesiology Leg Day";"Snatched grip deadlifts";2;65;lbs;8;;;;0;;;1h 53m
2018-01-30 15:12:00;"Kinesiology Leg Day";"Snatched grip deadlifts";3;65;lbs;8;;;;0;;;1h 53m
2018-01-30 15:12:00;"Kinesiology Leg Day";"Squat (Barbell)";1;120;lbs;8;;;;0;"";;1h 53m
2018-01-30 15:12:00;"Kinesiology Leg Day";"Squat (Barbell)";2;120;lbs;8;;;;0;;;1h 53m
